Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CONFROOM_MID_1 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),CONFROOM_MID_2 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),ENCLOSEDOFFICE_MID_1 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),ENCLOSEDOFFICE_MID_2 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),ENCLOSEDOFFICE_MID_3 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_1 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_2 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_3 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),OPENOFFICE_MID_4 ZN ELECTRIC REHEAT COIL:Heating Coil Electric Energy [J](TimeStep),21 ZONE PVAV MAIN GAS HTG COIL:Heating Coil Gas Energy [J](TimeStep),NODE 179:System Node Temperature [C](TimeStep),NODE 149:System Node Temperature [C](TimeStep),NODE 148:System Node Temperature [C](TimeStep),NODE 157:System Node Temperature [C](TimeStep),NODE 154:System Node Temperature [C](TimeStep),NODE 153:System Node Temperature [C](TimeStep),21 ZONE PVAV:Air System Cooling Coil Total Cooling Energy [J](TimeStep),21 ZONE PVAV:Air System Heating Coil Total Heating Energy [J](TimeStep),21 ZONE PVAV:Air System Heat Exchanger Total Heating Energy [J](TimeStep),21 ZONE PVAV:Air System Heat Exchanger Total Cooling Energy [J](TimeStep) 
 04/02  15:00:00,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.780946942388607,12.778132415135234,23.168335826634345,23.168335826634345,12.33806231971645,12.33806231971645,108532345.30649495,0.0,0.0,0.0 
 04/02  16:00:00,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.385547579514414,23.385547579514414,23.385547579514414,23.385547579514414,23.385547579514414,23.385547579514414,0.0,0.0,0.0,0.0 
 04/02  17:00:00,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778050665678054,12.778017414150258,23.280463402971045,23.280463402971045,12.335580154276473,12.335580154276473,109006025.1273992,0.0,0.0,0.0 
 04/02  18:00:00,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.40976482740044,23.40976482740044,23.40976482740044,23.40976482740044,23.40976482740044,23.40976482740044,0.0,0.0,0.0,0.0 
 04/02  19:00:00,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777950430181893,12.777930795790452,22.946365882933394,22.946365882933394,12.347282160697127,12.347282160697127,103775717.38028705,0.0,0.0,0.0 
 04/02  20:00:00,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.236965067203223,23.236965067203223,23.236965067203223,23.236965067203223,23.236965067203223,23.236965067203223,0.0,0.0,0.0,0.0 
 04/02  21:00:00,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777792529429196,12.777792529429196,22.63874231793497,22.63874231793497,12.353770426240264,12.353770426240264,98877399.14402057,0.0,0.0,0.0 
 04/02  22:00:00,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05142622205746,23.05142622205746,23.05142622205746,23.05142622205746,23.05142622205746,23.05142622205746,0.0,0.0,0.0,0.0 
 04/02  23:00:00,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.175602233331415,23.175602233331415,23.175602233331415,23.175602233331415,23.175602233331415,23.175602233331415,0.0,0.0,0.0,0.0 
 04/02  24:00:00,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77778847541735,12.77778847541735,22.53002245020332,22.53002245020332,12.353698984054951,12.353698984054951,98069970.31336983,0.0,0.0,0.0 
 04/03  01:00:00,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91349992158967,22.91349992158967,22.91349992158967,22.91349992158967,22.91349992158967,22.91349992158967,0.0,0.0,0.0,0.0 
 04/03  02:00:00,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.000483805710915,23.000483805710915,23.000483805710915,23.000483805710915,23.000483805710915,23.000483805710915,0.0,0.0,0.0,0.0 
 04/03  03:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.028657150992538,23.028657150992538,23.028657150992538,23.028657150992538,23.028657150992538,23.028657150992538,0.0,0.0,0.0,0.0 
 04/03  04:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.06194046252635,23.06194046252635,23.06194046252635,23.06194046252635,23.06194046252635,23.06194046252635,0.0,0.0,0.0,0.0 
 04/03  05:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.029209101097555,23.029209101097555,23.029209101097555,23.029209101097555,23.029209101097555,23.029209101097555,0.0,0.0,0.0,0.0 
 04/03  06:00:00,11.7,8393349.798581999,8790301.048856443,12811042.984162992,10986535.006660607,1567001.2839444425,8387245.916695711,0.0,4477051.129745643,5298398.349401122,0.0,12.7777862015756,12.7777862015756,23.004746627146987,23.004746627146987,12.353891935205468,12.353891935205468,104335403.63939731,60710925.51804919,0.0,0.0 
 04/03  07:00:00,12.2,8448815.812386053,8407262.567948424,12288363.897900343,8718819.60834534,1406548.3503020127,7795469.362203518,0.0,4436617.621582413,5563328.757638471,0.0,12.777775139579524,12.777775139579524,22.955255798645284,19.847787751545199,12.354047867790233,12.354047867790233,83107670.93813478,57065225.97830665,0.0,0.0 
 04/03  08:00:00,13.9,3747619.7627911849,2647759.974730979,5672152.949615045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777908061972724,12.777867471545204,23.014766392855696,19.70104186356661,12.345196627084777,12.345196627084777,86302629.60784656,12067532.687137165,0.0,0.0 
 04/03  09:00:00,15.0,2584649.1962276238,64815.14717285549,4600677.244161727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.776661728477525,12.776475301811298,23.14258452519257,20.4619654261232,12.314143552253336,12.314143552253336,103350356.26102981,7250141.587562192,0.0,0.0 
 04/03  10:00:00,16.7,1361893.7424356349,0.0,4048320.81785327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77876112743057,12.77847023863714,23.1934686975856,21.14940630871729,12.299409759923979,12.299409759923979,115492105.60542408,5410214.560288967,0.0,0.0 
 04/03  11:00:00,17.8,199237.4498288973,0.0,3083880.723214546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77813125171125,12.777765797323296,23.26881137911721,21.57468209649851,12.292241900498644,12.292241900498644,123789651.6301891,3283118.1730434286,0.0,0.0 
 04/03  12:00:00,17.8,539959.726636292,0.0,3984798.442410469,0.0,0.0,29108.184347924634,0.0,0.0,0.0,0.0,12.778046422304032,12.777844694751522,23.331322056139969,21.78012688513459,12.313191655095315,12.313191655095315,122337305.8578704,4553866.353394623,0.0,0.0 
 04/03  13:00:00,17.8,0.0,0.0,1754862.0826524827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778978496022637,12.778489021009964,23.410257504847878,21.695357359425058,12.287468013772484,12.287468013772484,130737136.73115529,1754862.0826524848,0.0,0.0 
 04/03  14:00:00,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778346836279806,12.777560567284944,23.4564278401772,22.091241500391147,12.277624818176195,12.277624818176195,137231577.50823177,0.0,0.0,0.0 
 04/03  15:00:00,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778447374025447,12.777289429761442,23.526531295691457,22.194576559985227,12.257834313432408,12.257834313432408,144992704.66023485,0.0,0.0,0.0 
 04/03  16:00:00,19.4,0.0,43434.402857038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77870639396918,12.77801489648047,23.594315959561766,22.302582032947684,12.290996459337018,12.290996459337018,136039510.83696837,43434.40285704083,0.0,0.0 
 04/03  17:00:00,17.8,465409.0697848963,1674237.903170965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778133262985426,12.777901062553035,23.573039919507239,21.747990614416563,12.330327164634407,12.330327164634407,118939896.31778489,2139646.972955859,0.0,0.0 
 04/03  18:00:00,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777792218503306,12.777792218503306,23.471172200369005,21.356773180830066,12.354721294080078,12.354721294080078,104832088.43574859,0.0,0.0,0.0 
 04/03  19:00:00,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77778875547865,12.77778875547865,23.370900435861594,20.56996671448482,12.354590259884061,12.354590259884061,96594610.35660191,0.0,0.0,0.0 
 04/03  20:00:00,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777784901140294,12.777784901140294,23.256783408808518,20.808632289886668,12.354452006710185,12.354452006710185,96522637.5116265,0.0,0.0,0.0 
 04/03  21:00:00,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777774587510012,12.777774587510012,23.13162826117379,20.41284574090178,12.354395735801447,12.354395735801447,92643261.29856092,0.0,0.0,0.0 
 04/03  22:00:00,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.357657547072546,23.357657547072546,23.357657547072546,23.357657547072546,23.357657547072546,23.357657547072546,0.0,0.0,0.0,0.0 
 04/03  23:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.406319190609627,23.406319190609627,23.406319190609627,23.406319190609627,23.406319190609627,23.406319190609627,0.0,0.0,0.0,0.0 
 04/03  24:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42051494891445,23.42051494891445,23.42051494891445,23.42051494891445,23.42051494891445,23.42051494891445,0.0,0.0,0.0,0.0 
 04/04  01:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33661676803316,23.33661676803316,23.33661676803316,23.33661676803316,23.33661676803316,23.33661676803316,0.0,0.0,0.0,0.0 
 04/04  02:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.325450633319396,23.325450633319396,23.325450633319396,23.325450633319396,23.325450633319396,23.325450633319396,0.0,0.0,0.0,0.0 
 04/04  03:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.376067154812256,23.376067154812256,23.376067154812256,23.376067154812256,23.376067154812256,23.376067154812256,0.0,0.0,0.0,0.0 
 04/04  04:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.391655545054765,23.391655545054765,23.391655545054765,23.391655545054765,23.391655545054765,23.391655545054765,0.0,0.0,0.0,0.0 
 04/04  05:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36047423843847,23.36047423843847,23.36047423843847,23.36047423843847,23.36047423843847,23.36047423843847,0.0,0.0,0.0,0.0 
 04/04  06:00:00,11.7,7899571.262193455,8204376.485985767,11928359.686598063,10093788.775075293,1118925.0935021742,4655534.130537383,0.0,2570229.356688373,4535789.757263083,0.0,12.777804373039098,12.777804021990077,23.322978753396425,23.322978753396425,12.354090603292601,12.354090603292601,114137485.77712198,51006574.547843579,0.0,0.0 
 04/04  07:00:00,12.2,8069118.903657343,8310857.872879216,11401111.526900232,9589980.153906689,1116264.4069391217,4401733.240235073,0.0,2588055.5919513346,4620366.809346302,0.0,12.77778865648115,12.77778865648115,23.260146706627049,20.07006417937702,12.354272134339455,12.354272134339455,87779748.01699655,50097488.50581609,0.0,0.0 
 04/04  08:00:00,12.8,3798441.49107977,4037790.147358549,5568683.562507194,3796558.6596237348,0.0,0.0,0.0,0.0,0.0,0.0,12.777833577696555,12.777812792379973,23.292167064991554,19.49691309085304,12.344056123699117,12.344056123699117,84485786.55441228,17201473.86056961,0.0,0.0 
 04/04  09:00:00,13.3,3512115.9567236558,3743827.7198361,5234369.690048491,3254327.8610892009,0.0,0.0,0.0,0.0,0.0,0.0,12.777609365290438,12.777577684899207,23.30150641310899,19.721466898527497,12.341307201816005,12.341307201816005,87418496.3484382,15744641.227697473,0.0,0.0 
 04/04  10:00:00,13.9,3180379.33656983,3395508.672637976,4599927.285944916,2466187.7341620309,0.0,0.0,0.0,0.0,0.0,0.0,12.777500769834737,12.77743773895375,23.315550244023826,19.9702959014697,12.339275508638794,12.339275508638794,90391154.72829458,13642003.029314585,0.0,0.0 
 04/04  11:00:00,15.0,2585120.7140377585,2723090.8481439559,3700314.3609757695,1096190.7750357483,0.0,0.0,0.0,0.0,0.0,0.0,12.778185295735824,12.778074952449562,23.372043754191688,20.470178987777467,12.33303632027567,12.33303632027567,97147651.57165167,10104716.698193338,0.0,0.0 
 04/04  12:00:00,16.1,1809841.2443357195,1765006.5945963558,4135879.3837512538,518922.67143218978,0.0,0.0,0.0,0.0,0.0,0.0,12.777861005054593,12.777797866167836,23.408711909669873,21.242452050959643,12.331618335548708,12.331618335548708,105573145.9053085,8229649.894115508,0.0,0.0 
 04/04  13:00:00,16.1,0.0,0.0,1882957.4843834432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778164420905022,12.77767582211693,23.446256898490267,21.175619286241209,12.291825424203918,12.291825424203918,115016499.88219323,1882957.4843834749,0.0,0.0 
 04/04  14:00:00,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778361455953143,12.777612424295349,23.477228607693527,21.070637600799807,12.286879914080425,12.286879914080425,114847503.94694032,0.0,0.0,0.0 
 04/04  15:00:00,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778450136434682,12.777569646195765,23.538999044079476,21.17703049689196,12.274737688245196,12.274737688245196,119499228.45175186,0.0,0.0,0.0 
 04/04  16:00:00,15.0,0.0,747846.3293935121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778672255899967,12.777946445085505,23.59564468895001,20.96476724069229,12.288012120444425,12.288012120444425,115296902.94780505,747846.3293934937,0.0,0.0 
 04/04  17:00:00,13.9,1478348.2735122825,2723472.2451457937,0.0,1578507.284915579,0.0,0.0,0.0,0.0,0.0,0.0,12.777981044209504,12.77788538476064,23.57568341045872,20.466611848997699,12.334844627192439,12.334844627192439,98167502.88418116,5780327.803573623,0.0,0.0 
 04/04  18:00:00,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777791344215057,12.777791344215057,23.40540933357937,20.095553156180679,12.354261565019082,12.354261565019082,87820175.91959268,0.0,0.0,0.0 
 04/04  19:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777783228803486,12.777783228803486,23.329429259533904,19.85558160670562,12.354214628175106,12.354214628175106,85199327.16390595,0.0,0.0,0.0 
 04/04  20:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777786476283709,12.777786476283709,23.239690932401538,20.04881483553576,12.354176783551348,12.354176783551348,86349054.42961923,0.0,0.0,0.0 
 04/04  21:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777777849749772,12.777777849749772,23.12634997093847,19.96745152164582,12.354087799735322,12.354087799735322,84609969.33227644,0.0,0.0,0.0 
 04/04  22:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.373019807794628,23.373019807794628,23.373019807794628,23.373019807794628,23.373019807794628,23.373019807794628,0.0,0.0,0.0,0.0 
 04/04  23:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.403463284232978,23.403463284232978,23.403463284232978,23.403463284232978,23.403463284232978,23.403463284232978,0.0,0.0,0.0,0.0 
 04/04  24:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.420948695741936,23.420948695741936,23.420948695741936,23.420948695741936,23.420948695741936,23.420948695741936,0.0,0.0,0.0,0.0 
 04/05  01:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.467232946944635,23.467232946944635,23.467232946944635,23.467232946944635,23.467232946944635,23.467232946944635,0.0,0.0,0.0,0.0 
 04/05  02:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.455657169158209,23.455657169158209,23.455657169158209,23.455657169158209,23.455657169158209,23.455657169158209,0.0,0.0,0.0,0.0 
 04/05  03:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.411849581736626,23.411849581736626,23.411849581736626,23.411849581736626,23.411849581736626,23.411849581736626,0.0,0.0,0.0,0.0 
 04/05  04:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.421675036929697,23.421675036929697,23.421675036929697,23.421675036929697,23.421675036929697,23.421675036929697,0.0,0.0,0.0,0.0 
 04/05  05:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.420823253786783,23.420823253786783,23.420823253786783,23.420823253786783,23.420823253786783,23.420823253786783,0.0,0.0,0.0,0.0 
 04/05  06:00:00,11.1,8113170.522061494,8500072.44546466,12115475.467396202,10571326.563576296,1081455.7084395588,3504235.8074170707,0.0,2354050.4156696267,4923486.999648429,0.0,12.777798137962306,12.777797424296195,23.34809409076273,23.34809409076273,12.35297390172792,12.35297390172792,111308804.62498445,51163273.92967355,0.0,0.0 
 04/05  07:00:00,11.1,8261629.730418145,8534642.095171463,11682094.613499329,10074754.759705844,1107195.2790280118,3414376.179710658,0.0,2412324.716935161,5034479.805317918,0.0,12.77778999020572,12.77778999020572,23.29219992626675,19.777155120554896,12.354009022179648,12.354009022179648,81839871.84714832,50521497.17978637,0.0,0.0 
 04/05  08:00:00,11.7,3957974.13293505,4246161.522778701,5766137.183363859,4062268.47817803,0.0,0.0,0.0,0.0,0.0,0.0,12.777745530982216,12.777718252935986,23.330727942701068,19.194310769979336,12.339346808897473,12.339346808897473,81316792.4415023,18032541.31725573,0.0,0.0 
 04/05  09:00:00,12.2,3467166.8174421687,3674347.802542737,5141020.696155816,3039807.5230531587,0.0,0.0,0.0,0.0,0.0,0.0,12.777484785201177,12.777430963135395,23.341279271912929,19.41839653809877,12.336616526375586,12.336616526375586,84135875.97596114,15322342.839194432,0.0,0.0 
 04/05  10:00:00,12.8,2729949.656155442,2759786.0198181655,3992364.966231879,897649.0845977918,0.0,0.0,0.0,0.0,0.0,0.0,12.778314865511927,12.778196787051018,23.3811564631023,19.726724930755024,12.331911332304621,12.331911332304621,89009572.07281435,10379749.726803156,0.0,0.0 
 04/05  11:00:00,14.4,2194208.5880603708,2263800.8147553319,3053463.155916781,79571.82298448478,0.0,0.0,0.0,0.0,0.0,0.0,12.785503213329579,12.785310660022319,23.435600569322945,20.393209430491099,12.331224659098817,12.331224659098817,97577078.44577427,7591044.381716825,0.0,0.0 
 04/05  12:00:00,15.0,2877185.5307573995,2960301.9591747617,3902879.506715131,1010782.0535054923,0.0,0.0,0.0,0.0,0.0,0.0,12.762273974249656,12.762210168416062,23.46787441392464,20.888990308452219,12.323693478897275,12.323693478897275,98468196.8155122,10751149.0501528,0.0,0.0 
 04/05  13:00:00,15.6,1448693.0787643227,1656606.5722996395,1916010.0915880767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778266266239392,12.777932002657757,23.47134802609224,20.90574930760511,12.31284133068916,12.31284133068916,105510954.2296255,5021309.742652023,0.0,0.0 
 04/05  14:00:00,15.6,1277714.5475603776,1614330.7985509095,1197999.341014907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.780656540674693,12.780302765179341,23.499575018801499,20.94620337545789,12.31217669838832,12.31217669838832,106686387.23446812,4090044.6871261259,0.0,0.0 
 04/05  15:00:00,15.6,1296967.8253951029,1683479.9158712615,746436.2680066192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.779526896196728,12.779162984576147,23.536785351541885,20.980784510185065,12.309652372193364,12.309652372193364,108251200.05867696,3726884.0092730086,0.0,0.0 
 04/05  16:00:00,14.4,1148233.9201102453,1847087.4485048373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.774909993593305,12.774519614285117,23.568956741176544,20.590243211173975,12.308268217178803,12.308268217178803,104473073.04815382,2995321.3686151278,0.0,0.0 
 04/05  17:00:00,13.9,2465301.3011141,3239152.7238442276,1125897.4963556887,1505076.33747545,0.0,0.0,0.0,0.0,0.0,0.0,12.777927320194122,12.777846156898847,23.57152500188623,20.43570799281384,12.337232623457039,12.337232623457039,96436421.7771974,8335427.858789645,0.0,0.0 
 04/05  18:00:00,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777792821260242,12.777792821260242,23.337298090772813,19.705741154624048,12.354179915263585,12.354179915263585,83298195.84250267,0.0,0.0,0.0 
 04/05  19:00:00,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777786328975634,12.777786328975634,23.313048504053456,19.50253475709484,12.35408763248339,12.35408763248339,80414135.35722696,0.0,0.0,0.0 
 04/05  20:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777787159408096,12.777787159408096,23.246071424627524,19.7510985737696,12.35403068990375,12.35403068990375,81909120.97249596,0.0,0.0,0.0 
 04/05  21:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777776239505173,12.777776239505173,23.129208810193299,19.499853130643915,12.353978382204817,12.353978382204817,79204380.51782596,0.0,0.0,0.0 
 04/05  22:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.368368149581419,23.368368149581419,23.368368149581419,23.368368149581419,23.368368149581419,23.368368149581419,0.0,0.0,0.0,0.0 
 04/05  23:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43730624611979,23.43730624611979,23.43730624611979,23.43730624611979,23.43730624611979,23.43730624611979,0.0,0.0,0.0,0.0 
 04/05  24:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45850960862146,23.45850960862146,23.45850960862146,23.45850960862146,23.45850960862146,23.45850960862146,0.0,0.0,0.0,0.0 
 04/06  01:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.431929175134596,23.431929175134596,23.431929175134596,23.431929175134596,23.431929175134596,23.431929175134596,0.0,0.0,0.0,0.0 
 04/06  02:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.432402006654283,23.432402006654283,23.432402006654283,23.432402006654283,23.432402006654283,23.432402006654283,0.0,0.0,0.0,0.0 
 04/06  03:00:00,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47900251206261,23.47900251206261,23.47900251206261,23.47900251206261,23.47900251206261,23.47900251206261,0.0,0.0,0.0,0.0 
 04/06  04:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.465704482389698,23.465704482389698,23.465704482389698,23.465704482389698,23.465704482389698,23.465704482389698,0.0,0.0,0.0,0.0 
 04/06  05:00:00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.41175408467582,23.41175408467582,23.41175408467582,23.41175408467582,23.41175408467582,23.41175408467582,0.0,0.0,0.0,0.0 
 04/06  06:00:00,9.4,8426776.632677783,8756703.047016416,12208273.113238622,10661905.231417904,1139342.1900645842,3188086.6198538069,0.0,2596592.0877886235,5706268.927088888,0.0,12.777794354519975,12.777793487784875,23.412510570968626,23.412510570968626,12.352585628076895,12.352585628076895,110632291.99037513,52683947.84914692,0.0,0.0 
 04/06  07:00:00,10.6,8546841.202839522,8718910.050789675,12050457.633616858,10302421.17952502,1133838.8854139152,3364887.706296746,0.0,2521333.7944572616,5854800.387775162,0.0,12.777792418308632,12.777792418308632,23.29303712333013,19.63278081364922,12.353908055142272,12.353908055142272,79362353.56113008,52493490.84071389,0.0,0.0 
 04/06  08:00:00,10.6,4133907.043983599,4300975.49107237,5914687.075213242,3743423.8318607548,0.0,0.0,0.0,0.0,0.0,0.0,12.77775305368929,12.777723560765143,23.343304784757785,18.835794925860687,12.337753753262398,12.337753753262398,76148408.42849103,18092993.442129978,0.0,0.0 
 04/06  09:00:00,11.7,3326512.5503241487,3160293.3098820347,4813541.972427752,1131209.878852642,0.0,0.0,0.0,0.0,0.0,0.0,12.776367576910177,12.776304016576593,23.381683746560314,19.291503921860849,12.333759366233587,12.333759366233587,81830486.3634882,12431557.711486524,0.0,0.0 
 04/06  10:00:00,13.3,2596316.2773993259,2301062.3175457299,3880417.0432028134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.779107037402543,12.778894995297569,23.41588164852869,19.966589580173,12.328571532846845,12.328571532846845,90422682.08933476,8777795.638147997,0.0,0.0 
 04/06  11:00:00,14.4,1587929.501461007,1149147.5968347789,3047972.8086120716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.777905002399788,12.777548946162572,23.446518592088375,20.521009227639334,12.309374922816824,12.309374922816824,100152657.06626129,5785049.906907894,0.0,0.0 
 04/06  12:00:00,15.0,1020977.7389097588,625211.7818663169,4091748.470370031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.771353621373083,12.77112114514457,23.46246413551458,21.070471709371114,12.309646484106017,12.309646484106017,103654270.68686092,5737937.991146137,0.0,0.0 
 04/06  13:00:00,15.6,0.0,0.0,1875132.3425821297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778245798356345,12.777633954004664,23.511992399265297,21.13883927559175,12.278484090514202,12.278484090514202,113388521.93421382,1875132.3425821546,0.0,0.0 
 04/06  14:00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77857657367828,12.777703735679144,23.557897771847448,21.00721339438092,12.275686574096206,12.275686574096206,112693698.20336999,0.0,0.0,0.0 
 04/06  15:00:00,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778497710844708,12.777523529915707,23.618898245246038,21.10228616244738,12.265544228698012,12.265544228698012,116591089.15933435,0.0,0.0,0.0 
 04/06  16:00:00,14.4,0.0,647364.6202653782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.778798902690273,12.777949152018028,23.64918346118617,20.8786033081684,12.278315222072058,12.278315222072058,112342934.74438578,647364.6202653726,0.0,0.0 
 04/06  17:00:00,13.3,0.0,2254963.6922347035,0.0,995631.011350696,0.0,0.0,0.0,0.0,0.0,0.0,12.778277330161672,12.777884281379109,23.651943803465416,20.634881951171118,12.301561812101637,12.301561812101637,105796497.27214687,3250594.703585368,0.0,0.0 
